time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/loss,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/approx_kl,train/explained_variance,eval/mean_ep_length,eval/mean_reward
41728,0,-205.28564188000001,367.98,99495,326,12.129318237304688,0.0,3250,24.509627246856688,-0.0005791104398667812,0.0003,0.2,-0.17817169055342674,8.3993655e-05,0.0,,
41856,0,-205.28564188000001,367.98,99556,327,11.397074699401855,0.01484375,3260,24.86814956665039,-0.004944725148379803,0.0003,0.2,-0.17437558323144914,0.0026674396,0.0,,
41984,,,,,,12.279928207397461,0.0,3270,24.522263622283937,-0.00043316450901329515,0.0003,0.2,-0.1711042195558548,6.266544e-05,0.0,400.0,-181.15867899999998
41984,0,-205.28564188000001,367.98,100568,328,,,,,,,,,,,,
42112,0,-206.8894431,371.85,100629,329,11.55440616607666,0.00546875,3280,24.75657205581665,-0.0029791336972266437,0.0003,0.2,-0.17154845520853995,0.0017465297,-1.1920928955078125e-07,,
42240,0,-206.8894431,371.85,100690,330,47.79832458496094,0.0,3290,424.6239242553711,1.8982961773872375e-05,0.0003,0.2,-0.1841361179947853,6.0976483e-05,0.0,,
42368,0,-206.8894431,371.85,100751,331,11.361161231994629,0.0,3300,25.561917304992676,-2.1327286958694457e-08,0.0003,0.2,-0.16850556880235673,9.872019e-08,-1.1920928955078125e-07,,
42496,,,,,,11.213869094848633,0.003125,3310,24.63405237197876,-0.0008708333596587181,0.0003,0.2,-0.1688482068479061,0.00042554503,0.0,400.0,-181.6966802
42496,0,-205.38560023,373.97,101764,332,,,,,,,,,,,,
42624,0,-204.01768081999998,376.05,101825,333,245.13392639160156,0.003125,3320,459.3629661560059,-0.00044259419664740565,0.0003,0.2,-0.18167948722839355,0.0005497667,-1.1920928955078125e-07,,
42752,0,-202.72916981999998,378.19,101887,334,418.3666076660156,0.003125,3330,622.4183128356933,-0.0015703005716204642,0.0003,0.2,-0.1791587397456169,0.00042798603,0.0,,
42880,0,-202.72916981999998,378.19,101949,335,226.3996124267578,0.003125,3340,619.0039596557617,-0.0016093940008431672,0.0003,0.2,-0.18177265897393227,0.00044097425,0.0,,
43008,,,,,,13.697136878967285,0.0046875,3350,26.873362064361572,-0.0017058112658560275,0.0003,0.2,-0.17170356288552285,0.0010640621,0.0,400.0,-181.62182900000002
43008,0,-202.72916981999998,378.19,102872,336,,,,,,,,,,,,
43136,0,-202.72916981999998,378.19,102928,337,11.883625030517578,0.0046875,3360,24.725762176513673,-0.0012822509743273258,0.0003,0.2,-0.16796438172459602,0.0005475753,-1.1920928955078125e-07,,
43264,0,-202.72916981999998,378.19,102983,338,11.276065826416016,0.0,3370,24.5341438293457,-0.0001498148776590824,0.0003,0.2,-0.1674431122839451,8.038245e-06,0.0,,
43392,0,-202.72916981999998,378.19,103038,339,11.123502731323242,0.00546875,3380,24.51465787887573,-0.002533533237874508,0.0003,0.2,-0.16536726355552672,0.00080762943,0.0,,
43520,,,,,,12.096997261047363,0.0046875,3390,24.511112689971924,-0.0012020367197692395,0.0003,0.2,-0.16559115275740624,0.0013238676,1.1920928955078125e-07,400.0,-181.6980916
43520,0,-202.72916981999998,378.19,104031,340,,,,,,,,,,,,
43648,0,-201.40145315,380.12,104091,341,11.90145492553711,0.0,3400,24.508397102355957,-0.0006830592639744282,0.0003,0.2,-0.16479960680007935,0.0001548524,0.0,,
43776,0,-201.40145315,380.12,104154,342,365.69927978515625,0.0,3410,665.0619338989258,-0.00015936698764562607,0.0003,0.2,-0.17331930696964265,3.51551e-05,0.0,,
43904,0,-201.40145315,380.12,104213,343,12.367977142333984,0.00078125,3420,26.36854419708252,-0.0008009252138435841,0.0003,0.2,-0.15928762182593345,0.00017236546,0.0,,
44032,,,,,,10.815900802612305,0.0015625,3430,24.702451324462892,-0.00024785138666629793,0.0003,0.2,-0.16036048978567125,0.00020269118,0.0,400.0,-181.52593159999998
44032,0,-200.17116237000002,381.68,105267,344,,,,,,,,,,,,
44160,0,-200.17116237000002,381.68,105331,345,248.7669219970703,0.0,3440,674.0768905639649,-0.00019730422645807265,0.0003,0.2,-0.17300457432866095,3.9217062e-05,1.1920928955078125e-07,,
44288,0,-198.672654,383.25,105394,346,11.79014778137207,0.00234375,3450,26.30501756668091,-0.001474039163440466,0.0003,0.2,-0.1608338475227356,0.00030481443,1.1920928955078125e-07,,
44416,0,-197.36694734000005,384.69,105460,347,66.35045623779297,0.00625,3460,283.75731391906737,-0.0005530924536287785,0.0003,0.2,-0.17112973481416702,0.0011517443,0.0,,
44544,,,,,,65.74528503417969,0.00703125,3470,285.41676330566406,-0.0005236558616161346,0.0003,0.2,-0.1575515203177929,0.0010396214,1.1920928955078125e-07,400.0,-181.85082999999995
44544,0,-197.36694734000005,384.69,106387,348,,,,,,,,,,,,
44672,0,-197.36694734000005,384.69,106441,349,11.819109916687012,0.00390625,3480,24.649667072296143,-0.0014461860060691833,0.0003,0.2,-0.13949678465723991,0.00075516896,-1.1920928955078125e-07,,
44800,0,-197.36694734000005,384.69,106498,350,9.904268264770508,0.0,3490,24.52585039138794,-0.00011543389409780502,0.0003,0.2,-0.1357124999165535,7.973984e-06,0.0,,
44928,0,-197.36694734000005,384.69,106554,351,10.735845565795898,0.00390625,3500,24.68843059539795,-0.0017664283979684115,0.0003,0.2,-0.13514042496681214,0.0005842559,0.0,,
45056,,,,,,11.90222454071045,0.0,3510,24.51162757873535,-0.00024304250255227088,0.0003,0.2,-0.13908922374248506,1.2790784e-05,0.0,400.0,-181.71836560000003
45056,0,-197.36694734000005,384.69,107461,352,,,,,,,,,,,,
45184,0,-197.36694734000005,384.69,107520,353,12.011117935180664,0.0046875,3520,24.50921764373779,-0.001176198711618781,0.0003,0.2,-0.14175668060779573,0.0009060218,1.1920928955078125e-07,,
45312,0,-196.05830600000002,386.35,107580,354,11.299931526184082,0.0046875,3530,24.51076078414917,-0.0015621407888829707,0.0003,0.2,-0.1405901975929737,0.00069230236,1.1920928955078125e-07,,
45440,0,-196.05830600000002,386.35,107640,355,148.73728942871094,0.0,3540,472.2541023254395,-4.759076982736587e-05,0.0003,0.2,-0.15067255944013597,3.7509017e-06,0.0,,
45568,,,,,,11.827094078063965,0.0046875,3550,25.531342697143554,-0.00130230151116848,0.0003,0.2,-0.1396623097360134,0.00081693474,0.0,400.0,-182.0002782
45568,0,-196.05830600000002,386.35,108574,356,,,,,,,,,,,,
45696,0,-194.55130717,388.03,108628,357,12.047959327697754,0.00390625,3560,24.625879764556885,-0.002362530678510666,0.0003,0.2,-0.1404632218182087,0.00087565696,0.0,,
45824,0,-193.23452449,389.62,108682,358,48.03253173828125,0.00234375,3570,511.2657531738281,-0.0005492840893566609,0.0003,0.2,-0.1523592658340931,0.00049624266,0.0,,
45952,0,-194.00987397,392.43,108737,359,303.0309753417969,0.00625,3580,694.4133865356446,-0.0008442701771855354,0.0003,0.2,-0.14144220799207688,0.0007456648,0.0,,
46080,,,,,,200.2335968017578,0.00625,3590,689.9748916625977,-0.0033178779296576975,0.0003,0.2,-0.14001017585396766,0.00095939403,0.0,400.0,-181.883988
46080,0,-194.00987397,392.43,109649,360,,,,,,,,,,,,
46208,0,-194.00987397,392.43,109706,361,13.832148551940918,0.00390625,3600,26.463293933868407,-0.002270875871181488,0.0003,0.2,-0.13281823620200156,0.00059489394,0.0,,
46336,0,-194.00987397,392.43,109765,362,10.28713321685791,0.00546875,3610,24.725391006469728,-0.0015787620097398758,0.0003,0.2,-0.1345418930053711,0.0010302677,-1.1920928955078125e-07,,
46464,0,-194.00987397,392.43,109825,363,11.39747428894043,0.00625,3620,24.533957862854002,-0.0017482020892202854,0.0003,0.2,-0.12900207564234734,0.0012780796,1.1920928955078125e-07,,
46592,,,,,,11.878992080688477,0.0015625,3630,24.509815311431886,-0.0009972425643354655,0.0003,0.2,-0.12361303679645061,0.00027898466,0.0,400.0,-180.82727619999997
46592,0,-194.00987397,392.43,110836,364,,,,,,,,,,,,
46720,0,-194.00987397,392.43,110897,365,11.98120403289795,0.0,3640,24.508650684356688,-0.0008117163088172674,0.0003,0.2,-0.12143718339502811,0.000111829024,0.0,,
46848,0,-192.79342247,393.6,110958,366,11.573450088500977,0.0,3650,24.509358882904053,2.094171941280365e-06,0.0003,0.2,-0.12241689711809159,6.752089e-08,0.0,,
46976,0,-192.79342247,393.6,111019,367,64.99537658691406,0.0015625,3660,739.0519271850586,-0.0012220904231071473,0.0003,0.2,-0.1351851336658001,0.00019672327,0.0,,
47104,,,,,,12.493974685668945,0.0,3670,26.234160327911376,-3.618188202381134e-08,0.0003,0.2,-0.12414041124284267,1.6298145e-08,0.0,400.0,-181.848049
47104,0,-192.79342247,393.6,112029,368,,,,,,,,,,,,
47232,0,-191.85297165999998,394.6,112089,369,10.436802864074707,0.00390625,3680,24.677981662750245,-0.001335434103384614,0.0003,0.2,-0.12496720813214779,0.0006863242,0.0,,
47360,0,-191.85297165999998,394.6,112150,370,511.6559143066406,0.0,3690,749.5997711181641,-0.0005298895761370659,0.0003,0.2,-0.1410324528813362,3.7970487e-05,0.0,,
47488,0,-190.79819707,395.44,112211,371,13.149066925048828,0.0,3700,26.072043800354002,-3.3931806683540344e-05,0.0003,0.2,-0.13137059435248374,5.8570877e-06,-1.1920928955078125e-07,,
47616,,,,,,11.255975723266602,0.009375,3710,313.05920934677124,-0.001011934783309698,0.0003,0.2,-0.14839315675199033,0.003654758,0.0,400.0,-181.0034572
47616,0,-189.76138912,396.08,113224,372,,,,,,,,,,,,
47744,0,-189.76138912,396.08,113285,373,157.7156982421875,0.0046875,3720,314.2681182861328,-0.0002962610684335232,0.0003,0.2,-0.12445497438311577,0.0010616197,0.0,,
47872,0,-189.76138912,396.08,113346,374,12.215391159057617,0.0,3730,24.607049560546876,-0.00013723401352763175,0.0003,0.2,-0.10961868539452553,3.068894e-05,0.0,,
48000,0,-189.76138912,396.08,113407,375,10.942691802978516,0.003125,3740,24.580654525756835,-0.0015338241122663022,0.0003,0.2,-0.11040847450494766,0.00048645865,0.0,,
48128,,,,,,12.384406089782715,0.0,3750,24.510072422027587,-0.000612212810665369,0.0003,0.2,-0.113517739251256,0.00015419535,-1.1920928955078125e-07,400.0,-181.9941284
48128,0,-189.76138912,396.08,114418,376,,,,,,,,,,,,
48256,0,-189.76138912,396.08,114478,377,10.923087120056152,0.00234375,3760,24.50997886657715,-0.00019410313107073306,0.0003,0.2,-0.11760079637169837,0.00022122264,-1.1920928955078125e-07,,
48384,0,-189.76138912,396.08,114540,378,13.258258819580078,0.01328125,3770,24.505803298950195,-0.00418605487793684,0.0003,0.2,-0.12129776626825332,0.0028634649,0.0,,
48512,0,-188.80750792000003,396.78,114601,379,11.735261917114258,0.0,3780,24.507784938812257,-5.654292181134224e-06,0.0003,0.2,-0.127776912599802,2.9001385e-06,0.0,,
48640,,,,,,109.96906280517578,0.0078125,3790,520.8617485046386,-0.000714095588773489,0.0003,0.2,-0.13744442127645015,0.0012060897,0.0,400.0,-181.4953714
48640,0,-188.80750792000003,396.78,115612,380,,,,,,,,,,,,
48768,0,-188.80750792000003,396.78,115673,381,13.062780380249023,0.00390625,3800,26.062882804870604,-0.0015814944636076689,0.0003,0.2,-0.12250020653009415,0.00043453602,0.0,,
48896,0,-188.03554456999998,397.47,115734,382,11.614618301391602,0.00234375,3810,24.9454496383667,-0.0009434899315237999,0.0003,0.2,-0.12213346622884273,0.00029011862,0.0,,
49024,0,-187.28777076000003,398.15,115795,383,314.63397216796875,0.0,3820,562.4637100219727,-1.4520715922117233e-05,0.0003,0.2,-0.13407990261912345,6.6217035e-07,1.1920928955078125e-07,,
49152,,,,,,282.52862548828125,0.0015625,3830,767.2613693237305,-0.0003497079014778137,0.0003,0.2,-0.13488197810947894,0.00027581863,0.0,400.0,-181.59995479999998
49152,0,-186.62642571,398.62,116808,384,,,,,,,,,,,,
49280,0,-186.62642571,398.62,116869,385,236.65939331054688,0.0078125,3840,762.6446395874024,-0.0009762013331055641,0.0003,0.2,-0.13222379460930825,0.0010740743,1.7881393432617188e-07,,
49408,0,-186.62642571,398.62,116930,386,13.303681373596191,0.0046875,3850,26.361152744293214,-0.0014387127943336965,0.0003,0.2,-0.11733057536184788,0.00092244195,1.1920928955078125e-07,,
49536,0,-186.62642571,398.62,116991,387,11.19954776763916,0.003125,3860,24.72141590118408,-0.0018018178641796112,0.0003,0.2,-0.11853498965501785,0.00062431814,1.1920928955078125e-07,,
49664,,,,,,12.11751651763916,0.003125,3870,24.535193920135498,-0.001806407980620861,0.0003,0.2,-0.12676928490400313,0.0004634629,0.0,400.0,-181.5186142
49664,0,-186.62642571,398.62,118002,388,,,,,,,,,,,,
49792,0,-186.62642571,398.62,118063,389,12.480329513549805,0.0,3880,24.51133213043213,2.4493783712387086e-08,0.0003,0.2,-0.12872150167822838,0.0,1.1920928955078125e-07,,
49920,0,-186.62642571,398.62,118124,390,11.766414642333984,0.0,3890,24.509120845794676,-9.12696123123169e-09,0.0003,0.2,-0.1287268452346325,0.0,1.1920928955078125e-07,,
50048,0,-185.85803972999997,398.77,118185,391,11.971961975097656,0.0,3900,24.508431816101073,2.0628795027732848e-08,0.0003,0.2,-0.12872792556881904,0.0,0.0,,
50176,,,,,,500.7657165527344,0.0015625,3910,816.5366958618164,-0.0005908653140068055,0.0003,0.2,-0.14051419496536255,0.00036223652,5.960464477539063e-08,400.0,-181.8548692
50176,0,-185.85803972999997,398.77,119193,392,,,,,,,,,,,,
50304,0,-185.85803972999997,398.77,119254,393,12.63542652130127,0.00546875,3920,26.245837497711182,-0.0011474333703517913,0.0003,0.2,-0.12637023776769638,0.0006872872,0.0,,
50432,0,-185.17457472,398.91,119315,394,10.45528793334961,0.0,3930,24.69950952529907,-0.000474516861140728,0.0003,0.2,-0.12488961108028888,0.00015020557,0.0,,
